市区町村,latitude,longitude,合計特殊出生率
越知町,33.53292,133.251991,1.49
檮原町,33.392246,132.926987,1.51
日高村,33.534897,133.373353,1.4
津野町,33.44658,133.199469,1.57
四万十町,33.211653,133.137027,1.54
大月町,32.841482,132.707026,1.39
三原村,32.906013,132.847242,1.42
黒潮町,33.02493,133.01092,1.58
北九州市,33.941138,130.959663,1.47
福岡市,33.617746,130.417391,1.19
大牟田市,33.030262,130.445985,1.48
久留米市,33.319287,130.508374,1.63
直方市,33.744184,130.729633,1.58
飯塚市,33.645908,130.691511,1.56
田川市,33.638982,130.806298,1.61
柳川市,33.163089,130.405753,1.44
八女市,33.211967,130.557908,1.67
筑後市,33.212447,130.502093,1.7
大川市,33.206594,130.383958,1.38
行橋市,33.728773,130.982967,1.68
豊前市,33.611511,131.130051,1.51
中間市,33.81665,130.709077,1.46
小郡市,33.396416,130.555438,1.35
筑紫野市,33.496342,130.515657,1.62
春日市,33.532571,130.470281,1.43
大野城市,33.536307,130.478641,1.65
宗像市,33.805431,130.540718,1.51
太宰府市,33.512799,130.523906,1.46
古賀市,33.728787,130.469987,1.47
福津市,33.786866,130.469886,1.66
うきは市,33.347297,130.754934,1.53
宮若市,33.723568,130.666694,1.71
嘉麻市,33.560662,130.766817,1.41
朝倉市,33.423413,130.665573,1.46
みやま市,33.152425,130.47472,1.43
糸島市,33.55732,130.195555,1.47
那珂川市,33.4996,130.422174,1.57
宇美町,33.567779,130.511112,1.54
篠栗町,33.623948,130.526256,1.63
志免町,33.591473,130.479743,1.63
須恵町,33.587268,130.507254,1.71
新宮町,33.715295,130.446566,1.77
久山町,33.646809,130.499834,1.67
粕屋町,33.610743,130.480523,1.9
芦屋町,33.893801,130.663896,1.53
水巻町,33.854748,130.694847,1.54
岡垣町,33.853599,130.611104,1.41
遠賀町,33.848151,130.668438,1.54
小竹町,33.6925,130.712771,1.29
鞍手町,33.792218,130.673975,1.22
桂川町,33.578933,130.677904,1.58
筑前町,33.456977,130.5953,1.76
東峰村,33.464292,130.825892,1.47
大刀洗町,33.372372,130.62248,1.83
大木町,33.210469,130.439733,1.57
広川町,33.241553,130.551505,1.46
香春町,33.667933,130.847335,1.58
添田町,33.571855,130.853955,1.41
糸田町,33.652789,130.779091,1.63
川崎町,33.59994,130.814937,1.67
大任町,33.612478,130.853714,1.76
赤村,33.616592,130.871035,1.53
福智町,33.683261,130.780121,1.68
苅田町,33.775921,130.98051,1.73
みやこ町,33.699262,130.920401,1.48
吉富町,33.602643,131.175948,1.82
上毛町,33.578408,131.164113,1.28
築上町,33.656112,131.056063,1.46
佐賀市,33.263482,130.300858,1.45
唐津市,33.450174,129.968134,1.76
鳥栖市,33.377755,130.506258,1.57
多久市,33.28851,130.110061,1.52
伊万里市,33.264586,129.880269,1.77
武雄市,33.193749,130.019151,1.69
鹿島市,33.103724,130.098769,1.68
小城市,33.273665,130.216864,1.68
嬉野市,33.128084,130.060114,1.54
神埼市,33.310763,130.37306,1.54
吉野ヶ里町,33.351679,130.398357,1.72
基山町,33.426852,130.522813,1.41
上峰町,33.319626,130.426134,1.78
みやき町,33.324982,130.454698,1.73
玄海町,33.472183,129.874698,1.74
有田町,33.210563,129.849217,1.46
大町町,33.213754,130.116084,1.56
江北町,33.220592,130.157528,1.84
白石町,33.181035,130.143496,1.49
太良町,33.019407,130.178974,1.77
長崎市,32.750286,129.877667,1.4
佐世保市,33.179915,129.71511,1.68
島原市,32.788103,130.370286,1.79
諫早市,32.843438,130.053095,1.6
大村市,32.90009,129.958142,1.76
平戸市,33.368062,129.553671,1.92
松浦市,33.341021,129.709045,1.74
対馬市,34.202662,129.28749,1.87
壱岐市,33.74995,129.691352,1.8
五島市,32.695524,128.840829,1.88
西海市,32.933067,129.642977,1.8
雲仙市,32.835197,130.1875,1.75
南島原市,32.659777,130.297864,1.71
長与町,32.825189,129.875045,1.67
時津町,32.828888,129.848536,1.75
東彼杵町,33.037026,129.917149,1.44
川棚町,33.072776,129.86119,1.58
波佐見町,33.13789,129.895546,1.76
小値賀町,33.191081,129.058749,1.56
佐々町,33.238342,129.650345,1.94
新上五島町,32.984645,129.073391,1.73
熊本市,32.803225,130.708191,1.53
八代市,32.507437,130.601743,1.57
人吉市,32.210041,130.762554,1.75
荒尾市,32.986836,130.432959,1.6
水俣市,32.21188,130.408723,1.59
玉名市,32.93522,130.56284,1.63
山鹿市,33.017578,130.691365,1.66
菊池市,32.979483,130.813333,1.66
宇土市,32.687385,130.658521,1.63
上天草市,32.587419,130.430527,1.67
宇城市,32.647847,130.684365,1.62
阿蘇市,32.951954,131.120955,1.65
天草市,32.458635,130.192982,1.78
合志市,32.885988,130.789707,1.88
美里町,32.639589,130.789026,1.4
玉東町,32.9189,130.628543,1.63
南関町,33.06161,130.541162,1.58
長洲町,32.929678,130.452808,1.71
和水町,32.978106,130.605835,1.51
大津町,32.87899,130.868223,1.74
菊陽町,32.862515,130.828623,1.78
南小国町,33.09866,131.07037,1.7
小国町,33.121568,131.068144,1.87
産山村,32.99576,131.216781,1.65
高森町,32.827279,131.122011,1.71
西原村,32.834825,130.90301,1.6
南阿蘇村,32.821982,131.031438,1.7
御船町,32.714616,130.801894,1.64
嘉島町,32.740076,130.757259,1.85
益城町,32.79143,130.816382,1.84
甲佐町,32.651599,130.811465,1.6
山都町,32.685453,130.990455,1.81
氷川町,32.5825,130.673786,1.63
芦北町,32.298941,130.492978,1.65
津奈木町,32.233842,130.439583,1.62
錦町,32.201197,130.841115,1.95
多良木町,32.263997,130.935784,1.71
湯前町,32.276284,130.980902,1.76
水上村,32.314342,131.009546,1.92
相良村,32.235269,130.798095,1.7
五木村,32.397277,130.827816,1.64
山江村,32.246806,130.766675,1.82
球磨村,32.252431,130.651163,0
あさぎり町,32.240316,130.897793,1.76
苓北町,32.513193,130.054804,1.67
大分市,33.239558,131.609272,1.54
別府市,33.28462,131.491214,1.4
中津市,33.598221,131.188325,1.68
日田市,33.321333,130.940966,1.67
佐伯市,32.959806,131.900058,1.55
臼杵市,33.126012,131.805124,1.38
津久見市,33.072183,131.861277,1.48
竹田市,32.97372,131.398002,1.47
豊後高田市,33.557229,131.444624,1.66
杵築市,33.417026,131.616089,1.45
宇佐市,33.531972,131.349545,1.56
豊後大野市,32.977536,131.584133,1.41
由布市,33.180013,131.426856,1.58
国東市,33.565313,131.731674,1.42
姫島村,33.724537,131.645139,1.56
日出町,33.369443,131.532387,1.55
九重町,33.228519,131.188794,1.62
玖珠町,33.283132,131.15155,1.68
宮崎市,31.907674,131.420241,1.54
都城市,31.71959,131.061621,1.74
延岡市,32.582272,131.665009,1.74
日南市,31.601932,131.378728,1.65
小林市,31.996731,130.972588,1.76
日向市,32.422944,131.623965,1.81
串間市,31.464539,131.228303,1.77
西都市,32.108554,131.401202,1.66
えびの市,32.045344,130.810796,1.71
三股町,31.730686,131.124809,1.84
高原町,31.928463,131.007751,1.6
国富町,31.990644,131.323535,1.57
綾町,31.999133,131.253187,1.78
高鍋町,32.127999,131.503355,1.7
新富町,32.068868,131.488017,1.69
西米良村,32.226232,131.154476,1.64
木城町,32.163969,131.473537,1.65
川南町,32.192071,131.525868,1.63
都農町,32.256293,131.559568,1.81
門川町,32.469793,131.648589,1.82
諸塚村,32.512387,131.330405,1.67
椎葉村,32.467325,131.158118,1.79
美郷町,32.437404,131.422493,1.69
高千穂町,32.71169,131.307787,1.66
日之影町,32.653816,131.388146,1.74
五ヶ瀬町,32.68302,131.196379,1.74
鹿児島市,31.596554,130.557116,1.5
鹿屋市,31.378292,130.852077,1.85
枕崎市,31.2729,130.296904,1.57
阿久根市,32.01447,130.192773,1.61
出水市,32.090572,130.352753,1.77
指宿市,31.25277,130.633031,1.59
西之表市,30.732412,130.996835,1.71
垂水市,31.492734,130.700914,1.51
薩摩川内市,31.813517,130.304244,1.84
日置市,31.633709,130.402425,1.66
曽於市,31.653621,131.019391,1.59
霧島市,31.740899,130.762997,1.66
いちき串木野市,31.714553,130.271929,1.48
南さつま市,31.416612,130.323408,1.62
志布志市,31.495442,131.045336,1.8
奄美市,28.377248,129.493741,1.75
南九州市,31.378262,130.441645,1.68
伊佐市,32.057225,130.613105,1.82
姶良市,31.728228,130.627816,1.67
三島村,30.79217,130.303757,1.6
十島村,29.837598,129.868198,1.57
さつま町,31.905701,130.45566,1.59
長島町,32.199375,130.176833,2.11
湧水町,31.95158,130.720924,1.91
大崎町,31.429201,131.005865,1.77
東串良町,31.385517,130.973495,1.8
錦江町,31.243566,130.787595,1.69
南大隅町,31.217263,130.768098,1.83
肝付町,31.344256,130.945079,1.74
中種子町,30.532822,130.95885,1.99
南種子町,30.414071,130.90086,1.99
屋久島町,30.371299,130.666468,1.71
大和村,28.358089,129.395263,1.85
宇検村,28.280731,129.297092,1.77
瀬戸内町,28.146402,129.314902,1.82
龍郷町,28.413297,129.589351,1.82
喜界町,28.316836,129.940032,1.89
徳之島町,27.726592,129.018669,2.25
天城町,27.811782,128.897702,2.24
伊仙町,27.673547,128.937795,1.98
和泊町,27.392287,128.655475,1.87
知名町,27.333676,128.57373,1.79
与論町,27.048527,128.414832,1.62
那覇市,26.212312,127.679157,1.55
宜野湾市,26.281575,127.778634,1.82
石垣市,24.340661,124.15558,1.95
浦添市,26.245816,127.721799,1.78
名護市,26.591547,127.977316,1.83
糸満市,26.123584,127.665815,2.02
沖縄市,26.334427,127.805583,1.81
豊見城市,26.161006,127.668944,1.99
うるま市,26.427062,127.829081,1.88
宮古島市,24.80549,125.281149,2.06
南城市,26.144452,127.766967,1.94
国頭村,26.745635,128.177907,1.76
大宜味村,26.701708,128.120164,1.65
東村,26.633309,128.156911,1.98
今帰仁村,26.682577,127.972628,1.99
本部町,26.657577,127.897831,1.8
恩納村,26.4975,127.853557,1.46
宜野座村,26.481659,127.975589,2.2
金武町,26.456126,127.925936,2.11
伊江村,26.713482,127.80707,1.89
読谷村,26.396055,127.744277,1.69
嘉手納町,26.361662,127.755322,1.77
北谷町,26.320119,127.763776,1.79
北中城村,26.30111,127.793149,1.68
中城村,26.267379,127.791126,1.85
西原町,26.222845,127.758811,1.64
与那原町,26.199577,127.754768,2.01
南風原町,26.191119,127.728551,2.1
渡嘉敷村,26.197343,127.364286,1.76
座間味村,26.228892,127.303157,1.78
粟国村,26.58237,127.227187,1.79
渡名喜村,26.372061,127.141021,1.79
南大東村,25.828684,131.232015,1.88
北大東村,25.945951,131.298994,1.87
伊平屋村,27.039054,127.968666,1.88
伊是名村,26.928363,127.941209,1.86
久米島町,26.349033,126.747248,2.07
八重瀬町,26.121745,127.74253,2.05
多良間村,24.669397,124.701668,1.77
竹富町,24.286667,123.881667,1.74
与那国町,24.467969,123.004453,1.8
